"sample_id","m","Method","Order.q","SC","qD","qD.LCL","qD.UCL","site_code","habitat","nonchim"
"hja2016_103",10000,"Rarefaction",1,0.872141240756653,1731.29327682498,1714.41988253476,1748.1666711152,"260","planktonic",69136
"hja2016_103",10000,"Rarefaction",2,0.872141240756653,853.797882886135,834.889012660801,872.706753111469,"260","planktonic",69136
"hja2016_105",10000,"Rarefaction",0,0.873541523927345,3003.1691570777,2986.1353839929,3020.2029301625,"178","planktonic",69430
"hja2016_105",10000,"Rarefaction",1,0.873541523927345,1727.63910955424,1713.4434495877,1741.83476952078,"178","planktonic",69430
"hja2016_105",10000,"Rarefaction",2,0.873541523927345,905.397558295231,890.749134185309,920.045982405154,"178","planktonic",69430
"hja2016_106",10000,"Rarefaction",0,0.818497272994129,3401.58565821524,3394.14491627394,3409.02640015654,"170","planktonic",579943
"hja2016_106",10000,"Rarefaction",1,0.818497272994129,1779.92156454736,1773.66714186658,1786.17598722815,"170","planktonic",579943
"hja2016_106",10000,"Rarefaction",2,0.818497272994129,776.813944730728,771.390614162027,782.237275299428,"170","planktonic",579943
"hja2016_107",10000,"Rarefaction",0,0.757765386322536,4262.83594675235,4255.41794117096,4270.25395233375,"57","hyporheic",594437
"hja2016_107",10000,"Rarefaction",1,0.757765386322536,2695.24740890754,2686.98931993018,2703.50549788489,"57","hyporheic",594437
"hja2016_107",10000,"Rarefaction",2,0.757765386322536,1422.99620186946,1412.44018741359,1433.55221632533,"57","hyporheic",594437
"hja2016_109",10000,"Rarefaction",0,0.908803083048137,2857.44919720677,2844.65847408994,2870.2399203236,"169","planktonic",57915
"hja2016_109",10000,"Rarefaction",1,0.908803083048137,1871.4309664215,1855.71003349342,1887.15189934957,"169","planktonic",57915
"hja2016_109",10000,"Rarefaction",2,0.908803083048137,1093.62952776567,1072.12469000111,1115.13436553024,"169","planktonic",57915
"hja2016_110",10000,"Rarefaction",0,0.895214906756959,3011.710148023,3001.50899195717,3021.91130408883,"76","hyporheic",113718
"hja2016_110",10000,"Rarefaction",1,0.895214906756959,1997.14786502241,1985.72572558509,2008.57000445974,"76","hyporheic",113718
"hja2016_110",10000,"Rarefaction",2,0.895214906756959,1239.67392808049,1224.00580586947,1255.34205029151,"76","hyporheic",113718
"hja2016_111",10000,"Rarefaction",0,0.85767763622465,3115.19948811444,3099.17014002014,3131.22883620874,"160","planktonic",71018
"hja2016_111",10000,"Rarefaction",1,0.85767763622465,1692.11702233779,1674.83485558069,1709.3991890949,"160","planktonic",71018
"hja2016_111",10000,"Rarefaction",2,0.85767763622465,769.628383121567,753.315511274072,785.941254969062,"160","planktonic",71018
"hja2016_114",10000,"Rarefaction",0,0.838402947247229,3427.54582984919,3413.47832680804,3441.61333289033,"WS1-5","planktonic",113466
"hja2016_114",10000,"Rarefaction",1,0.838402947247229,1991.99427435962,1976.33467882437,2007.65386989488,"WS1-5","planktonic",113466
"hja2016_114",10000,"Rarefaction",2,0.838402947247229,942.72462823747,924.15747409843,961.291782376511,"WS1-5","planktonic",113466
"hja2016_116",10000,"Rarefaction",0,0.839758065661145,3512.08644363095,3497.5161016294,3526.6567856325,"53","planktonic",95287
"hja2016_116",10000,"Rarefaction",1,0.839758065661145,2204.61759716459,2190.07559099975,2219.15960332943,"53","planktonic",95287
"hja2016_116",10000,"Rarefaction",2,0.839758065661145,1227.46988317682,1207.68273354674,1247.25703280689,"53","planktonic",95287
"hja2016_119",10000,"Rarefaction",0,0.773255305779966,4018.5352911393,4011.4394890428,4025.6310932358,"56","planktonic",569978
"hja2016_119",10000,"Rarefaction",1,0.773255305779966,2326.84973226845,2318.42547028624,2335.27399425065,"56","planktonic",569978
"hja2016_119",10000,"Rarefaction",2,0.773255305779966,1060.08718825432,1050.34091880554,1069.8334577031,"56","planktonic",569978
"hja2016_121",10000,"Rarefaction",0,0.821936486372312,3372.74038298759,3365.0212925503,3380.45947342488,"84","hyporheic",520108
"hja2016_121",10000,"Rarefaction",1,0.821936486372312,1773.70710034446,1766.15305666294,1781.26114402598,"84","hyporheic",520108
"hja2016_121",10000,"Rarefaction",2,0.821936486372312,788.324471674403,781.359149927172,795.289793421633,"84","hyporheic",520108
"hja2016_122",10000,"Rarefaction",0,0.882524100746889,2823.19339241013,2808.53932662873,2837.84745819153,"45","sediment",81642
"hja2016_122",10000,"Rarefaction",1,0.882524100746889,1505.09212730766,1490.91712613706,1519.26712847825,"45","sediment",81642
"hja2016_122",10000,"Rarefaction",2,0.882524100746889,703.739536086081,692.005185023926,715.473887148236,"45","sediment",81642
"hja2016_125",10000,"Rarefaction",0,0.886970686251391,2746.39322173969,2733.07248025815,2759.71396322123,"56","sediment",74159
"hja2016_125",10000,"Rarefaction",1,0.886970686251391,1439.46768320584,1427.53749726753,1451.39786914414,"56","sediment",74159
"hja2016_125",10000,"Rarefaction",2,0.886970686251391,653.428085515493,640.091805304188,666.764365726797,"56","sediment",74159
"hja2016_164",10000,"Rarefaction",0,0.857679139047879,2826.83448096402,2821.10221361424,2832.5667483138,"260","sediment",558490
"hja2016_164",10000,"Rarefaction",1,0.857679139047879,1234.75290145715,1230.01014516686,1239.49565774744,"260","sediment",558490
"hja2016_164",10000,"Rarefaction",2,0.857679139047879,406.634239253595,402.853565681563,410.414912825627,"260","sediment",558490
"hja2016_166",10000,"Rarefaction",0,0.8778944912379,2734.80945043672,2722.3312624196,2747.28763845384,"57","sediment",142090
"hja2016_166",10000,"Rarefaction",1,0.8778944912379,1313.45624266938,1303.00668495932,1323.90580037945,"57","sediment",142090
"hja2016_166",10000,"Rarefaction",2,0.8778944912379,545.974492110179,537.709671195754,554.239313024604,"57","sediment",142090
"hja2016_167",10000,"Rarefaction",0,0.917228035398743,2522.18853784444,2507.49360876958,2536.8834669193,"WS3-1","sediment",38097
"hja2016_167",10000,"Rarefaction",1,0.917228035398743,1461.144560718,1445.6293927637,1476.65972867229,"WS3-1","sediment",38097
"hja2016_167",10000,"Rarefaction",2,0.917228035398743,720.490111729842,700.872037023268,740.108186436417,"WS3-1","sediment",38097
"hja2016_169",10000,"Rarefaction",0,0.901378604726669,2674.85649414753,2661.06212233346,2688.6508659616,"WS3-2","sediment",65373
"hja2016_169",10000,"Rarefaction",1,0.901378604726669,1518.94978270511,1504.26361549891,1533.63594991131,"WS3-2","sediment",65373
"hja2016_169",10000,"Rarefaction",2,0.901378604726669,738.787965125478,720.014080480981,757.561849769976,"WS3-2","sediment",65373
"hja2016_170",10000,"Rarefaction",0,0.878124171349826,2870.783293957,2857.84228285655,2883.72430505746,"WS3-3","sediment",83233
"hja2016_170",10000,"Rarefaction",1,0.878124171349826,1484.61145397039,1469.94542333086,1499.27748460991,"WS3-3","sediment",83233
"hja2016_170",10000,"Rarefaction",2,0.878124171349826,628.537095045366,614.863537056544,642.210653034188,"WS3-3","sediment",83233
"hja2016_177",10000,"Rarefaction",0,0.892848089291802,2718.80652345239,2707.62196029803,2729.99108660675,"WS1-3","sediment",91368
"hja2016_177",10000,"Rarefaction",1,0.892848089291802,1449.30706589581,1435.89395213746,1462.72017965415,"WS1-3","sediment",91368
"hja2016_177",10000,"Rarefaction",2,0.892848089291802,622.429071850495,609.09422855262,635.763915148369,"WS1-3","sediment",91368
"hja2016_179",10000,"Rarefaction",0,0.919502294311904,2290.0940481232,2273.99914040675,2306.18895583966,"WS1-5","sediment",46471
"hja2016_179",10000,"Rarefaction",1,0.919502294311904,1151.45248588691,1137.49156488409,1165.41340688972,"WS1-5","sediment",46471
"hja2016_179",10000,"Rarefaction",2,0.919502294311904,486.011905194117,471.267185016911,500.756625371324,"WS1-5","sediment",46471
"hja2016_180",10000,"Rarefaction",0,0.886753618184567,2550.66082365984,2539.40766280403,2561.91398451565,"WS1-6","sediment",125211
"hja2016_180",10000,"Rarefaction",1,0.886753618184567,1135.93852338236,1126.54981867402,1145.3272280907,"WS1-6","sediment",125211
"hja2016_180",10000,"Rarefaction",2,0.886753618184567,422.276984907113,414.193366300206,430.360603514021,"WS1-6","sediment",125211
"hja2016_181",10000,"Rarefaction",0,0.872922296593795,2927.97474206622,2916.80735623176,2939.14212790068,"177","sediment",90331
"hja2016_181",10000,"Rarefaction",1,0.872922296593795,1543.75849095571,1532.73670085273,1554.78028105868,"177","sediment",90331
"hja2016_181",10000,"Rarefaction",2,0.872922296593795,671.768299580836,660.272640423795,683.263958737878,"177","sediment",90331
"hja2016_193",10000,"Rarefaction",0,0.950381298472739,1566.83261681611,1558.05066313506,1575.61457049715,"HJA-2016_soil_12","soil",87552
"hja2016_193",10000,"Rarefaction",1,0.950381298472739,495.766421864195,489.147763331086,502.385080397303,"HJA-2016_soil_12","soil",87552
"hja2016_193",10000,"Rarefaction",2,0.950381298472739,81.297325825386,78.8232918507035,83.7713598000685,"HJA-2016_soil_12","soil",87552
"hja2016_194",10000,"Rarefaction",0,0.888629780372023,2841.90668281467,2826.4589108509,2857.35445477845,"HJA-2016_soil_13","soil",61413
"hja2016_194",10000,"Rarefaction",1,0.888629780372023,1602.93479433026,1586.11513388568,1619.75445477483,"HJA-2016_soil_13","soil",61413
"hja2016_194",10000,"Rarefaction",2,0.888629780372023,764.561914503314,746.36851330231,782.755315704318,"HJA-2016_soil_13","soil",61413
"hja2016_195",10000,"Rarefaction",0,0.889351036452445,2460.26213573008,2453.28067587084,2467.24359558932,"HJA-2016_soil_14","soil",363982
"hja2016_195",10000,"Rarefaction",1,0.889351036452445,975.630881278895,970.425461568355,980.836300989435,"HJA-2016_soil_14","soil",363982
"hja2016_195",10000,"Rarefaction",2,0.889351036452445,261.541897256398,257.703629733241,265.380164779555,"HJA-2016_soil_14","soil",363982
"hja2016_196",10000,"Rarefaction",0,0.74797844401677,4200.2364819324,4195.07425864306,4205.39870522175,"HJA-2016_soil_16","soil",1104671
"hja2016_196",10000,"Rarefaction",1,0.74797844401677,2296.3297600822,2290.14626208329,2302.51325808112,"HJA-2016_soil_16","soil",1104671
"hja2016_196",10000,"Rarefaction",2,0.74797844401677,777.503734151619,770.917046265717,784.090422037522,"HJA-2016_soil_16","soil",1104671
"hja2016_197",10000,"Rarefaction",0,0.96185991635323,1678.56545065246,1668.29722238729,1688.83367891764,"HJA-2016_soil_17","soil",45147
"hja2016_197",10000,"Rarefaction",1,0.96185991635323,858.398629862594,847.029993572816,869.767266152371,"HJA-2016_soil_17","soil",45147
"hja2016_197",10000,"Rarefaction",2,0.96185991635323,308.833900905276,295.705324685578,321.962477124973,"HJA-2016_soil_17","soil",45147
"hja2016_198",10000,"Rarefaction",0,0.862317690852617,3060.35216923059,3051.05038735165,3069.65395110953,"HJA-2016_soil_18","soil",190457
"hja2016_198",10000,"Rarefaction",1,0.862317690852617,1634.54889260866,1625.98701597804,1643.11076923927,"HJA-2016_soil_18","soil",190457
"hja2016_198",10000,"Rarefaction",2,0.862317690852617,712.751847433341,703.729908240061,721.773786626621,"HJA-2016_soil_18","soil",190457
"hja2016_199",10000,"Rarefaction",0,0.901889638664415,2446.25007858608,2437.35554176103,2455.14461541113,"HJA-2016_soil_19","soil",133349
"hja2016_199",10000,"Rarefaction",1,0.901889638664415,1126.56919361363,1117.62020368111,1135.51818354616,"HJA-2016_soil_19","soil",133349
"hja2016_199",10000,"Rarefaction",2,0.901889638664415,332.812284736715,323.900820839101,341.72374863433,"HJA-2016_soil_19","soil",133349
"hja2016_200",10000,"Rarefaction",0,0.853129667068771,3139.43368411321,3130.98427896991,3147.88308925651,,"soil",249607
"hja2016_200",10000,"Rarefaction",1,0.853129667068771,1661.51365104715,1653.2216375367,1669.80566455761,,"soil",249607
"hja2016_200",10000,"Rarefaction",2,0.853129667068771,716.43373492519,708.259508633395,724.607961216986,,"soil",249607
